state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,storage,interruptible_load
Iowa,25,2034,649.36,179.85,850.84,1738.24,580.60,0.00,127.75,454.09,0.00,0.00,15980.52,0.00,2200.00,333.76
Kansas,25,2034,2.60,668.22,0.00,3021.76,1166.00,0.00,423.23,506.92,1175.02,0.00,19751.18,0.00,56.50,381.98
Kentucky,25,2034,943.03,7321.86,195.54,11423.59,0.00,0.00,1481.99,43.29,295.64,0.00,11.70,0.00,17.65,432.03
Louisiana,25,2034,192.00,887.35,3713.22,3273.00,2124.00,0.00,738.54,720.58,145.08,0.00,0.00,0.00,3480.00,619.47
Maine,25,2034,722.00,118.37,1016.30,15.91,0.00,0.00,283.18,209.12,0.00,0.00,314.40,159.58,235.70,51.06
Maryland,25,2034,526.80,669.87,1184.79,4846.51,1735.00,0.00,254.98,483.78,864.00,0.00,3681.10,1049.80,0.00,222.13
Massachusetts,25,2034,269.50,5188.85,3095.17,286.80,0.00,0.00,530.28,480.18,4.76,0.00,196.60,2132.79,1540.00,511.04
Michigan,25,2034,374.10,14382.46,2520.23,9221.68,3204.00,0.00,566.75,340.05,0.00,0.00,29738.63,0.00,5306.75,941.33
Minnesota,25,2034,185.60,1156.98,284.56,476.50,0.00,0.00,407.83,121.40,0.00,0.00,20625.38,0.00,166.98,534.44
Mississippi,25,2034,0.00,2682.06,4751.47,1546.70,1266.00,0.00,1032.61,34.57,2003.15,0.00,0.00,0.00,489.31,375.15
Missouri,25,2034,499.20,4773.34,1292.84,7327.12,1190.00,0.00,500.43,387.44,0.00,0.00,2194.09,0.00,1540.19,899.71
Montana,25,2034,2512.30,34.62,0.00,108.61,0.00,0.00,2.47,129.17,0.00,0.00,5557.75,0.00,29.44,99.05
Nebraska,25,2034,194.30,431.00,330.82,1467.39,0.00,0.00,143.08,171.67,0.00,0.00,7622.50,0.00,2663.25,192.74
Nevada,25,2034,1047.00,243.91,1865.43,327.75,0.00,4094.61,14.64,1818.78,581.65,2507.21,2885.40,0.00,6.29,174.12
New Hampshire,25,2034,445.40,6.56,1074.83,0.22,1220.10,0.00,221.27,44.18,5.49,0.00,37.80,0.00,0.00,47.07
New Jersey,25,2034,13.20,3327.17,1234.02,1948.28,3365.00,0.00,335.26,717.87,0.00,0.00,496.70,10959.56,453.00,847.24
New Mexico,25,2034,78.70,481.32,167.49,1140.72,0.00,1265.39,47.57,534.62,1112.54,5702.22,8291.78,0.00,682.21,336.15
New York,25,2034,4751.64,17426.76,4706.35,3425.13,1877.20,0.00,1108.00,3226.10,0.00,0.00,9659.83,1896.80,2560.00,891.24
North Carolina,25,2034,1827.50,2839.47,416.27,9570.52,4938.00,0.00,896.49,776.83,0.00,0.00,3272.00,4745.10,315.00,1191.23
North Dakota,25,2034,614.00,0.80,0.00,451.08,0.00,0.00,95.56,12.77,0.00,0.00,7503.89,0.00,4035.06,95.51
Ohio,25,2034,128.40,3578.05,2209.33,20901.31,2108.00,0.00,1272.99,48.02,0.00,0.00,5926.89,0.00,3.24,1029.01
Oklahoma,25,2034,789.50,357.99,4191.29,4221.46,0.00,0.00,998.45,558.40,339.77,190.34,14823.44,0.00,2553.72,611.76
Oregon,25,2034,8240.00,108.78,1080.53,180.01,0.00,1179.34,79.19,430.69,0.00,0.00,6176.13,0.00,1001.51,330.79
Pennsylvania,25,2034,845.70,3480.47,11033.34,16788.86,6185.00,0.00,1171.77,952.00,0.00,0.00,5528.25,86.60,1307.97,1206.01
Rhode Island,25,2034,4.30,0.00,1675.31,0.00,0.00,0.00,45.44,260.41,1216.43,0.00,15.30,372.66,0.00,122.52
South Carolina,25,2034,1363.00,1628.87,1564.28,5534.70,3224.00,0.00,1068.22,73.64,1728.00,0.00,1150.30,0.00,2376.97,745.78
South Dakota,25,2034,1730.40,220.86,0.00,10.83,0.00,0.00,28.15,89.80,0.00,0.00,7400.56,0.00,2244.48,102.55
Tennessee,25,2034,2418.00,9736.39,0.00,5154.04,3398.00,0.00,1326.73,49.33,197.82,0.00,136.30,0.00,3510.00,884.13
Texas,25,2034,672.20,8685.51,27703.58,17072.98,4860.00,0.00,2550.60,4843.06,23980.57,2800.90,21249.95,0.00,8734.71,3809.15
Utah,25,2034,262.40,459.28,327.17,2021.02,0.00,1313.34,60.78,242.87,0.00,116.13,1037.87,0.00,1404.55,268.49
Vermont,25,2034,305.60,1.19,0.00,0.00,0.00,0.00,89.36,39.30,0.00,0.00,27.10,0.00,137.71,30.85
Virginia,25,2034,740.60,16183.05,3377.70,2317.40,1834.00,0.00,739.46,296.01,0.00,0.00,3623.16,2140.32,3902.15,1158.39
Washington,25,2034,20797.20,146.09,1014.18,418.37,1131.00,0.00,235.73,2224.38,0.00,0.00,9254.21,0.00,1757.20,351.22
West Virginia,25,2034,324.60,1047.60,0.00,13730.04,0.00,0.00,835.96,14.04,0.00,0.00,3236.57,0.00,240.21,127.50
Wisconsin,25,2034,540.35,3723.18,1405.33,1036.15,0.00,0.00,587.98,248.81,0.00,0.00,5671.28,0.00,9.36,374.85
Wyoming,25,2034,298.80,91.87,0.00,495.03,0.00,0.00,35.65,69.09,0.00,0.00,8852.84,0.00,2451.95,43.32
Alabama,25,2036,3279.90,794.86,5729.43,10839.48,2825.00,0.00,2325.14,88.72,0.00,0.00,2.90,0.00,1057.27,932.68
Arizona,25,2036,4012.20,469.87,6685.86,525.64,3875.00,0.00,41.87,5253.17,2982.65,19873.03,5117.41,0.00,221.89,565.70
Arkansas,25,2036,1308.80,116.10,3017.13,436.63,998.00,0.00,859.75,44.64,864.00,0.00,986.16,0.00,403.67,433.28
California,25,2036,10032.30,2020.49,7662.94,29.59,4324.00,15931.89,734.08,15674.98,9301.34,15371.57,8737.55,0.00,8467.32,2171.11
Colorado,25,2036,643.20,1201.30,1238.04,790.10,0.00,0.00,91.99,2804.71,0.00,4885.06,6125.02,0.00,1972.73,237.47
Connecticut,25,2036,118.50,144.18,1745.36,185.71,1155.00,0.00,370.46,815.11,555.90,0.00,0.00,0.00,31.00,331.56
Delaware,25,2036,0.00,155.26,413.56,1054.53,0.00,0.00,3.47,284.96,0.00,0.00,190.30,1046.95,0.00,42.43
Florida,25,2036,55.70,27242.31,21794.50,9238.65,1677.00,0.00,2402.14,3279.40,23646.29,1623.14,0.00,0.00,1834.73,3995.11
Georgia,25,2036,1932.20,4471.58,9273.54,12016.56,3184.00,0.00,1872.00,297.73,3899.75,0.00,59.30,0.00,1854.60,1396.49
Idaho,25,2036,2515.60,182.18,188.19,0.00,0.00,19.60,11.57,19.91,0.00,0.00,795.40,0.00,798.48,157.02
Illinois,25,2036,638.11,14944.27,2101.97,12421.19,7920.00,0.00,363.09,263.11,0.00,0.00,23085.87,0.00,69.87,1002.87
Indiana,25,2036,473.19,16761.13,1779.92,5012.66,0.00,0.00,841.78,263.10,0.00,0.00,19068.04,0.00,846.44,761.63
Iowa,25,2036,649.36,168.16,794.12,1481.11,0.00,0.00,127.75,470.00,0.00,0.00,16877.35,0.00,2200.00,317.13
Kansas,25,2036,2.60,623.79,0.00,2762.02,1166.00,0.00,419.14,525.72,1175.02,0.00,19751.18,0.00,72.11,394.68
Kentucky,25,2036,943.03,6919.56,182.51,11336.81,0.00,0.00,1481.99,47.90,295.64,0.00,11.70,0.00,22.26,457.06
Louisiana,25,2036,192.00,828.19,3465.67,2773.09,2124.00,0.00,739.25,735.73,145.08,0.00,0.00,0.00,3480.00,601.64
Maine,25,2036,722.00,98.63,948.55,15.91,0.00,0.00,283.18,226.85,0.00,0.00,314.40,310.80,261.92,101.52
Maryland,25,2036,526.80,632.97,1105.80,4846.51,862.00,0.00,254.98,535.17,864.00,0.00,3681.10,1679.45,0.00,436.87
Massachusetts,25,2036,269.50,6574.43,2888.82,286.80,0.00,0.00,530.28,535.91,4.76,0.00,196.60,2665.37,1540.00,558.75
Michigan,25,2036,374.10,14262.13,2352.21,9160.31,2188.00,0.00,566.75,374.13,0.00,0.00,29738.63,0.00,5306.75,938.72
Minnesota,25,2036,185.60,1079.89,265.59,473.04,0.00,0.00,407.83,129.44,0.00,0.00,20713.70,0.00,166.98,557.63
Mississippi,25,2036,0.00,2503.26,4434.71,1546.70,1266.00,0.00,1599.79,41.50,2003.15,0.00,0.00,0.00,565.62,249.50
Missouri,25,2036,499.20,4459.07,1206.65,7264.24,1190.00,0.00,500.43,432.88,0.00,0.00,2194.09,0.00,1594.15,937.69
Montana,25,2036,2512.30,32.33,0.00,54.25,0.00,0.00,2.36,137.22,0.00,0.00,5558.15,0.00,29.44,85.64
Nebraska,25,2036,194.30,402.40,308.77,1253.71,0.00,0.00,143.08,185.87,0.00,0.00,8037.22,0.00,2978.94,204.60
Nevada,25,2036,1047.00,227.65,1741.07,177.57,0.00,4094.61,10.87,1911.06,581.65,2521.08,2885.40,0.00,6.29,187.85
New Hampshire,25,2036,445.40,6.53,1003.18,0.22,1220.10,0.00,221.27,50.50,5.49,0.00,37.80,0.00,0.00,48.14
New Jersey,25,2036,13.20,3105.36,1151.75,1802.52,3365.00,0.00,335.26,787.33,0.00,0.00,496.70,12275.49,453.00,886.84
New Mexico,25,2036,78.70,449.23,156.32,639.58,0.00,1265.39,47.57,569.97,1112.54,8329.16,8291.78,0.00,682.21,238.03
New York,25,2036,4751.64,18399.24,4392.59,3425.13,0.00,0.00,1108.00,3599.90,0.00,0.00,10844.80,2115.00,2560.00,811.49
North Carolina,25,2036,1827.50,2650.33,388.52,9161.28,4038.00,0.00,1261.33,826.98,0.00,0.00,3272.00,7734.13,315.00,1126.98
North Dakota,25,2036,614.00,0.77,0.00,431.79,0.00,0.00,97.63,14.08,0.00,0.00,7503.89,0.00,4359.98,99.50
Ohio,25,2036,128.40,3339.83,2062.04,20247.36,2108.00,0.00,1272.99,59.38,0.00,0.00,7422.60,0.00,3.24,1001.01
Oklahoma,25,2036,789.50,312.79,3911.87,3951.17,0.00,0.00,1007.39,588.00,339.77,190.34,14823.44,0.00,2778.49,615.02
Oregon,25,2036,8240.00,101.53,1008.49,124.51,0.00,1179.34,72.55,432.84,0.00,0.00,6176.13,0.00,1159.52,352.93
Pennsylvania,25,2036,875.25,3380.34,10297.78,16386.00,5364.00,0.00,1171.77,1028.43,0.00,0.00,5528.25,374.60,1307.97,1368.42
Rhode Island,25,2036,4.30,0.00,1563.62,0.00,0.00,0.00,45.44,281.50,1216.43,0.00,15.30,645.24,0.00,124.96
South Carolina,25,2036,1363.00,1520.49,1460.00,5534.70,3224.00,0.00,1068.22,86.12,1728.00,0.00,1150.30,1350.00,2376.97,902.97
South Dakota,25,2036,1730.40,256.76,0.00,9.14,0.00,0.00,28.15,94.45,0.00,0.00,7481.97,0.00,3485.79,112.34
Tennessee,25,2036,2418.00,11278.82,0.00,5154.04,3398.00,0.00,2375.15,57.52,197.82,0.00,136.30,0.00,3510.00,855.95
Texas,25,2036,672.20,6757.96,25856.68,16564.59,4860.00,0.00,2511.17,5472.50,23980.57,4629.78,21286.57,0.00,9312.97,3959.42
Utah,25,2036,262.40,428.67,305.36,1056.13,0.00,1313.34,45.48,285.45,0.00,116.13,1220.90,0.00,1602.13,263.64
Vermont,25,2036,305.60,1.14,0.00,0.00,0.00,0.00,89.36,44.40,0.00,0.00,27.10,0.00,220.00,61.29
Virginia,25,2036,740.60,16970.40,3152.52,2315.43,1834.00,0.00,1090.47,335.82,0.00,0.00,3623.16,2838.87,4030.42,1228.20
Washington,25,2036,20797.20,136.36,946.57,290.09,1131.00,0.00,220.17,2240.71,0.00,0.00,9560.80,0.00,1757.20,606.98
West Virginia,25,2036,324.60,977.76,0.00,13730.04,0.00,0.00,835.96,16.30,0.00,0.00,3466.90,0.00,244.05,208.90
Wisconsin,25,2036,540.35,3475.22,1311.65,879.85,0.00,0.00,587.98,273.43,0.00,0.00,5684.33,0.00,9.36,389.75
Wyoming,25,2036,298.80,85.75,0.00,337.04,0.00,0.00,31.79,78.36,0.00,0.00,8944.83,0.00,2609.33,46.15
Alabama,25,2038,3279.90,741.88,5347.47,10839.48,860.00,0.00,2325.14,115.56,0.00,0.00,2.90,0.00,1627.15,984.69
Arizona,25,2038,4012.20,438.55,6240.14,301.75,3875.00,0.00,32.95,5355.88,2982.65,19961.06,5830.46,0.00,221.89,608.13
Arkansas,25,2038,1308.80,108.36,2815.98,426.44,998.00,0.00,859.75,49.45,864.00,0.00,1012.68,0.00,403.67,457.66
California,25,2038,10032.30,1885.79,7152.08,14.02,4324.00,15931.89,734.08,16075.46,9301.34,18699.92,8737.55,0.00,8467.32,2303.61
Colorado,25,2038,643.20,1117.52,1155.50,499.47,0.00,0.00,70.81,2837.87,0.00,5520.09,6979.27,0.00,1972.73,255.40
Connecticut,25,2038,118.50,134.57,1629.01,185.71,1155.00,0.00,374.67,906.90,555.90,0.00,0.00,0.00,31.00,337.87
Delaware,25,2038,0.00,108.64,385.99,1054.53,0.00,0.00,7.38,299.28,0.00,0.00,190.30,1482.15,0.00,44.27
Florida,25,2038,55.70,28441.66,20341.53,9238.65,839.00,0.00,2420.65,3811.09,24881.79,1623.14,0.00,0.00,2147.96,4315.19
Georgia,25,2038,1932.20,4157.95,8655.30,12016.56,3184.00,0.00,1872.00,362.83,3899.75,0.00,59.30,0.00,1854.60,1476.44
Idaho,25,2038,2515.60,170.03,175.64,0.00,0.00,19.60,11.57,22.91,0.00,0.00,795.40,0.00,804.39,166.69
Illinois,25,2038,638.11,16212.51,1961.84,12139.07,7920.00,0.00,363.09,284.45,0.00,0.00,23111.97,0.00,69.87,767.83
Indiana,25,2038,473.19,15643.89,1661.26,4992.41,0.00,0.00,841.78,277.22,0.00,0.00,19440.59,0.00,998.40,787.95
Iowa,25,2038,649.36,157.24,741.18,1283.73,0.00,0.00,127.75,481.83,0.00,0.00,18501.08,0.00,2200.00,329.72
Kansas,25,2038,2.60,580.27,0.00,2558.48,1166.00,0.00,454.61,539.04,1175.02,0.00,19751.18,0.00,72.11,417.22
Kentucky,25,2038,943.03,6458.30,170.34,11163.32,0.00,0.00,1880.69,55.23,295.64,0.00,11.70,0.00,26.93,469.56
Louisiana,25,2038,192.00,772.98,3234.63,2298.88,2124.00,0.00,1779.05,738.30,145.08,0.00,0.00,0.00,3480.00,744.73
Maine,25,2038,722.00,92.06,885.31,15.91,0.00,0.00,283.18,245.12,0.00,0.00,314.40,310.80,261.92,103.53
Maryland,25,2038,526.80,465.74,1032.08,4846.51,0.00,0.00,357.66,598.89,864.00,0.00,3969.10,2586.14,0.00,242.88
Massachusetts,25,2038,269.50,6932.68,2696.23,286.80,0.00,0.00,530.28,594.93,4.76,0.00,196.60,3358.36,1540.00,611.35
Michigan,25,2038,374.10,13647.44,2195.40,9086.51,1111.00,0.00,567.01,420.06,0.00,0.00,29738.63,0.00,5306.75,976.35
Minnesota,25,2038,185.60,1007.93,247.89,469.91,0.00,0.00,484.88,152.46,0.00,0.00,21670.12,0.00,166.98,566.52
Mississippi,25,2038,0.00,2336.38,4139.06,1529.85,1266.00,0.00,2371.08,49.22,2003.15,0.00,0.00,0.00,672.75,416.51
Missouri,25,2038,499.20,4170.68,1126.21,6950.02,1190.00,0.00,500.43,499.77,0.00,0.00,2194.09,0.00,1611.05,975.45
Montana,25,2038,2512.30,30.19,0.00,27.40,0.00,0.00,2.14,145.10,0.00,0.00,5558.15,0.00,29.44,90.70
Nebraska,25,2038,194.30,375.71,288.19,1024.84,0.00,0.00,143.08,203.93,0.00,0.00,8037.22,0.00,3106.00,221.45
Nevada,25,2038,1047.00,212.47,1625.00,86.71,0.00,4094.61,5.60,2004.16,581.65,2523.85,3017.40,0.00,6.29,201.41
New Hampshire,25,2038,445.40,6.51,936.30,0.22,1220.10,0.00,221.27,57.45,5.49,0.00,37.80,0.00,0.00,49.16
New Jersey,25,2038,13.20,2898.33,1074.97,1802.52,2191.00,0.00,350.41,868.53,0.00,0.00,496.70,12532.89,453.00,924.88
New Mexico,25,2038,78.70,419.28,145.90,402.11,0.00,1265.39,47.57,600.47,1112.54,11848.35,8291.78,0.00,682.21,215.81
New York,25,2038,4751.64,18094.90,4099.76,3425.13,0.00,0.00,1186.28,3985.85,0.00,0.00,10844.80,2727.22,2560.00,823.80
North Carolina,25,2038,1827.50,2473.80,362.62,8983.77,3100.00,0.00,1261.33,889.34,0.00,0.00,3272.00,11337.92,315.00,964.55
North Dakota,25,2038,614.00,0.74,0.00,402.18,0.00,0.00,111.67,17.17,0.00,0.00,7503.89,0.00,4670.83,101.05
Ohio,25,2038,146.13,3116.03,1924.57,19872.30,1235.00,0.00,1826.60,78.25,0.00,0.00,9247.82,0.00,3.24,856.50
Oklahoma,25,2038,789.50,291.94,3651.08,3581.59,0.00,0.00,1047.21,618.21,339.77,190.34,14823.44,0.00,2866.59,679.70
Oregon,25,2038,8240.00,94.76,941.26,88.11,0.00,1179.34,67.61,432.84,0.00,0.00,7191.55,0.00,1159.52,395.43
Pennsylvania,25,2038,875.25,5689.51,9611.27,15493.35,5364.00,0.00,1190.89,1111.06,0.00,0.00,5528.25,378.00,1307.97,1312.67
Rhode Island,25,2038,4.30,0.00,1459.38,0.00,0.00,0.00,45.44,300.98,1216.43,0.00,15.30,645.24,0.00,127.28
South Carolina,25,2038,1363.00,1417.96,1362.66,5306.07,3224.00,0.00,1406.72,100.90,1728.00,0.00,1150.30,2166.41,2376.97,953.60
South Dakota,25,2038,1730.40,248.27,0.00,7.34,0.00,0.00,28.15,101.93,0.00,0.00,7481.97,0.00,3485.79,111.45
Tennessee,25,2038,2418.00,10526.92,0.00,5154.04,3398.00,0.00,2375.15,70.62,197.82,0.00,136.30,0.00,3510.00,774.49
Texas,25,2038,672.20,6188.37,24132.90,15280.65,4860.00,0.00,2515.29,6188.34,23980.57,7005.82,21286.57,1415.83,9876.07,3889.89
Utah,25,2038,262.40,399.94,285.00,573.56,0.00,1313.34,34.12,343.16,0.00,116.13,1220.90,0.00,1812.01,300.38
Vermont,25,2038,305.60,1.10,0.00,0.00,0.00,0.00,89.36,49.52,0.00,0.00,27.10,0.00,263.17,32.09
Virginia,25,2038,812.74,18583.71,2942.36,2314.57,910.00,0.00,1197.14,399.25,0.00,0.00,3623.16,2838.87,4165.82,1246.26
Washington,25,2038,20797.20,127.28,883.47,205.63,1131.00,0.00,208.62,2249.53,0.00,0.00,9880.51,0.00,1757.20,644.51
West Virginia,25,2038,324.60,912.57,0.00,12561.43,0.00,0.00,835.96,20.79,0.00,0.00,3466.90,0.00,248.10,136.60
Wisconsin,25,2038,792.19,3242.65,1224.20,769.18,0.00,0.00,587.98,301.55,0.00,0.00,5716.30,0.00,9.36,398.17
Wyoming,25,2038,298.80,80.03,0.00,245.89,0.00,0.00,28.63,88.26,0.00,0.00,8952.43,0.00,2761.95,48.92
Alabama,25,2040,3279.90,692.19,4990.97,10839.48,860.00,0.00,2325.14,148.11,0.00,0.00,2.90,0.00,1850.00,532.11
Arizona,25,2040,4012.20,409.31,5824.13,142.25,3875.00,0.00,19.29,5541.53,2982.65,20263.29,6025.70,0.00,221.89,650.74
Arkansas,25,2040,1308.80,101.14,2628.25,419.87,998.00,0.00,1022.83,56.73,864.00,0.00,1133.80,0.00,403.67,292.57
California,25,2040,10032.30,1760.07,6675.27,3.22,4324.00,15931.89,734.08,16671.64,9301.34,20118.26,8739.99,0.00,8467.32,2435.04
Colorado,25,2040,643.20,1043.02,1078.47,309.75,0.00,0.00,51.60,2917.03,0.00,5718.01,7398.74,0.00,1972.73,273.38
Connecticut,25,2040,118.50,125.60,1520.41,185.71,1155.00,0.00,375.59,997.40,555.90,0.00,0.00,0.00,31.00,343.95
Delaware,25,2040,0.00,101.40,360.26,1054.53,0.00,0.00,7.38,319.40,0.00,0.00,190.30,1482.15,0.00,46.07
Florida,25,2040,55.70,27836.24,18985.43,9238.65,839.00,0.00,2426.44,4410.39,26205.33,1623.14,0.00,0.00,2463.51,3873.41
Georgia,25,2040,1932.20,3880.76,8078.28,12016.56,3184.00,0.00,1872.00,451.55,5592.42,0.00,59.30,0.00,1854.60,1555.42
Idaho,25,2040,2515.60,158.66,163.94,0.00,0.00,19.60,11.57,26.91,0.00,0.00,795.40,0.00,810.66,176.30
Illinois,25,2040,638.11,15488.42,1831.05,11576.11,7920.00,0.00,363.09,314.79,0.00,0.00,23457.38,0.00,69.87,714.37
Indiana,25,2040,473.19,14596.90,1550.51,4979.37,0.00,0.00,3021.82,296.62,0.00,0.00,19440.59,0.00,1158.28,719.29
Iowa,25,2040,649.36,139.78,691.77,1076.20,0.00,0.00,127.75,506.26,0.00,0.00,21175.16,0.00,2200.00,301.20
Kansas,25,2040,2.60,541.58,0.00,2346.76,1166.00,0.00,499.54,565.93,1175.02,0.00,19751.18,0.00,72.11,439.41
Kentucky,25,2040,1124.31,6026.80,158.98,11010.18,0.00,0.00,1880.69,65.45,295.64,0.00,11.70,0.00,31.58,478.38
Louisiana,25,2040,192.00,721.45,3018.99,1952.94,2124.00,0.00,1779.05,763.15,145.08,0.00,0.00,0.00,3491.75,408.66
Maine,25,2040,722.00,85.92,826.29,15.91,0.00,0.00,359.21,264.89,0.00,0.00,314.40,310.80,261.92,105.48
Maryland,25,2040,526.80,434.69,963.27,4846.51,0.00,0.00,357.66,675.61,864.00,0.00,3969.10,4626.19,0.00,252.81
Massachusetts,25,2040,269.50,7301.69,2516.49,286.80,0.00,0.00,530.28,657.99,4.76,0.00,196.60,3358.36,1540.00,632.98
Michigan,25,2040,374.10,12698.15,2049.04,9035.47,1111.00,0.00,1022.89,472.59,0.00,0.00,29738.63,0.00,5327.61,934.93
Minnesota,25,2040,185.60,939.85,231.36,467.74,0.00,0.00,607.90,190.88,0.00,0.00,23006.77,0.00,166.98,523.08
Mississippi,25,2040,0.00,2180.61,3863.12,1315.95,1266.00,0.00,2371.08,59.09,2003.15,0.00,0.00,0.00,2972.74,265.17
Missouri,25,2040,499.20,3895.67,1051.13,5156.46,1190.00,0.00,500.43,583.51,0.00,0.00,2194.09,0.00,1620.04,1007.37
Montana,25,2040,2512.30,27.78,0.00,14.24,0.00,0.00,1.97,155.00,0.00,0.00,5619.08,0.00,29.44,91.76
Nebraska,25,2040,194.30,347.54,268.97,837.51,0.00,0.00,133.27,226.48,0.00,0.00,8037.22,0.00,3106.00,229.75
Nevada,25,2040,1047.00,198.31,1516.67,32.35,0.00,4094.61,2.63,2124.22,581.65,2524.41,3017.40,0.00,6.29,215.01
New Hampshire,25,2040,445.40,0.00,873.88,0.22,1220.10,0.00,221.27,64.54,5.49,0.00,37.80,0.00,0.00,50.16
New Jersey,25,2040,13.20,2705.11,1003.30,1802.52,2191.00,0.00,350.41,963.39,0.00,0.00,496.70,12532.89,532.77,961.83
New Mexico,25,2040,78.70,391.33,136.17,289.58,0.00,1265.39,47.57,641.66,1112.54,15767.71,8312.23,0.00,682.21,212.68
New York,25,2040,4751.64,17204.22,3826.44,3425.13,0.00,0.00,1436.01,4383.02,0.00,0.00,10844.80,3540.40,2560.00,837.27
North Carolina,25,2040,1827.50,2305.15,338.45,8869.46,3100.00,0.00,1261.33,981.97,0.00,0.00,3272.00,11337.92,315.00,1253.36
North Dakota,25,2040,614.00,0.19,0.00,296.07,0.00,0.00,102.22,22.38,0.00,0.00,7503.89,0.00,5016.88,55.06
Ohio,25,2040,146.13,2902.34,1796.27,19630.77,1235.00,0.00,3085.93,105.58,0.00,0.00,11582.95,0.00,3.24,884.30
Oklahoma,25,2040,789.50,272.48,3407.67,3358.27,0.00,0.00,1051.19,660.97,339.77,420.74,14823.44,0.00,2920.84,684.10
Oregon,25,2040,8240.00,88.45,878.51,63.35,0.00,1179.34,63.95,435.50,0.00,0.00,7427.33,0.00,1159.52,396.37
Pennsylvania,25,2040,875.25,5170.91,8970.51,14782.77,5364.00,0.00,1190.89,1218.77,0.00,0.00,5528.25,378.00,1307.97,1363.29
Rhode Island,25,2040,4.30,0.00,1362.09,0.00,0.00,0.00,45.44,323.32,1216.43,0.00,15.30,645.24,0.00,129.51
South Carolina,25,2040,1363.00,1319.77,1271.82,5166.49,3224.00,0.00,1406.72,121.10,1728.00,0.00,1150.30,2828.01,2388.81,737.00
South Dakota,25,2040,1730.40,240.18,0.00,5.01,0.00,0.00,27.89,111.15,0.00,0.00,7481.97,0.00,3485.79,115.76
Tennessee,25,2040,2418.00,9824.73,0.00,5048.67,3398.00,0.00,2375.15,91.54,197.82,0.00,136.30,0.00,3510.00,814.90
Texas,25,2040,672.20,5769.17,22524.04,13925.94,4860.00,0.00,3104.51,6978.38,24041.57,11313.68,21504.42,1445.63,10337.89,3931.99
Utah,25,2040,262.40,373.27,266.00,326.07,0.00,1313.34,25.69,411.59,0.00,132.40,1503.30,0.00,1997.10,302.56
Vermont,25,2040,305.60,0.29,0.00,0.00,0.00,0.00,89.36,54.96,0.00,0.00,27.10,0.00,314.60,32.68
Virginia,25,2040,812.74,17247.59,2746.20,2314.57,910.00,0.00,1197.14,479.64,0.00,0.00,3623.16,2838.87,4209.30,958.03
Washington,25,2040,20797.20,118.55,824.57,148.04,1131.00,0.00,200.04,2266.62,0.00,0.00,10427.55,0.00,1757.20,681.87
West Virginia,25,2040,324.60,851.74,0.00,10308.20,0.00,0.00,835.96,26.63,0.00,0.00,3466.90,0.00,252.83,140.91
Wisconsin,25,2040,792.19,3021.75,1142.59,655.59,0.00,0.00,581.01,336.09,0.00,0.00,5794.80,0.00,9.36,348.46
Wyoming,25,2040,298.80,74.70,0.00,172.29,0.00,0.00,22.18,99.84,0.00,0.00,8952.91,0.00,2803.00,51.67
Alabama,25,2042,3279.90,646.04,4658.24,10418.97,860.00,0.00,2345.13,185.27,0.00,0.00,2.90,0.00,1850.00,528.09
Arizona,25,2042,4012.20,382.02,5435.85,67.06,3875.00,0.00,12.89,5732.66,2982.65,21305.88,6566.26,0.00,221.89,652.16
Arkansas,25,2042,1308.80,94.39,2453.04,413.63,998.00,0.00,1543.28,65.60,864.00,0.00,1133.80,0.00,403.67,478.36
California,25,2042,10032.30,1642.73,6230.25,1.53,4324.00,15931.89,734.08,17272.28,9301.34,20217.93,8739.99,0.00,8467.32,2433.25
Colorado,25,2042,643.20,973.49,1006.57,177.61,0.00,0.00,35.04,3002.50,0.00,5872.79,7484.09,0.00,1972.73,274.16
Connecticut,25,2042,118.50,117.22,1419.05,185.71,1155.00,0.00,378.48,1086.85,555.90,0.00,0.00,0.00,31.00,340.76
Delaware,25,2042,0.00,94.64,336.24,1025.99,0.00,0.00,7.38,341.27,0.00,0.00,190.30,1482.15,0.00,45.64
Florida,25,2042,129.52,28134.65,17719.73,9238.65,839.00,0.00,2529.70,5055.03,26640.97,1623.14,0.00,0.00,2781.59,3985.27
Georgia,25,2042,1932.20,3622.04,7539.73,12016.56,3184.00,0.00,1872.00,566.21,5592.42,0.00,59.30,0.00,1854.60,1547.04
Idaho,25,2042,2515.60,148.08,153.01,0.00,0.00,19.60,11.57,32.55,0.00,0.00,799.20,0.00,819.14,176.08
Illinois,25,2042,638.11,16472.19,1708.98,7998.98,7920.00,0.00,5466.02,353.60,0.00,0.00,23463.35,0.00,86.86,878.96
Indiana,25,2042,473.19,13623.81,1447.14,4966.97,0.00,0.00,3236.71,318.20,0.00,0.00,19440.59,0.00,1314.96,681.50
Iowa,25,2042,649.36,130.53,645.65,931.76,0.00,0.00,128.42,534.16,0.00,0.00,21311.71,0.00,2200.00,298.37
Kansas,25,2042,2.60,505.48,0.00,1718.60,1166.00,0.00,450.54,595.07,1175.02,0.00,19751.18,0.00,72.11,436.38
Kentucky,25,2042,1124.31,5625.03,148.39,10857.88,0.00,0.00,1881.35,77.71,295.64,0.00,11.72,0.00,36.40,476.39
